work_year,experience_level,employment_type,job_title, salary ,salary_currency, salary_in_usd ,employee_residence,remote_ratio,company_location,company_size
2023,MI,FT,Data Engineer,146000,USD,146000,USA,0,USA,M
2023,MI,FT,Data Engineer,75000,USD,75000,USA,0,USA,M
2022,EN,FT,Data Engineer,57000,EUR,59888,NLD,100,NLD,L
2023,EX,FT,Data Engineer,286000,USD,286000,USA,100,USA,M
2023,EX,FT,Data Engineer,207000,USD,207000,USA,100,USA,M
2023,SE,FT,Data Analyst,80000,USD,80000,USA,100,USA,M
2023,SE,FT,Data Engineer,223250,USD,223250,USA,0,USA,M
2023,SE,FT,Data Engineer,178600,USD,178600,USA,0,USA,M
2023,EX,FT,Director of Data Science,353200,USD,353200,USA,0,USA,M
2023,EX,FT,Director of Data Science,249300,USD,249300,USA,0,USA,M
2023,MI,FT,Machine Learning Scientist,230000,USD,230000,USA,0,USA,M
2023,MI,FT,Machine Learning Scientist,220000,USD,220000,USA,0,USA,M
2023,SE,FT,Data Scientist,297300,USD,297300,USA,100,USA,M
2023,SE,FT,Data Scientist,198200,USD,198200,USA,100,USA,M
2023,MI,FT,Research Scientist,210000,USD,210000,USA,100,USA,M
2023,MI,FT,Research Scientist,151800,USD,151800,USA,100,USA,M
2023,SE,FT,Data Scientist,317070,USD,317070,USA,0,USA,M
2023,SE,FT,Data Scientist,170730,USD,170730,USA,0,USA,M
2023,EN,FT,Business Data Analyst,20000,EUR,21461,ESP,0,ESP,M
2023,SE,FT,AI Developer,108000,USD,108000,UKR,0,UKR,M
2023,SE,FT,AI Developer,60000,USD,60000,UKR,0,UKR,M
2023,MI,FT,MLOps Engineer,134000,USD,134000,USA,100,USA,M
2023,MI,FT,MLOps Engineer,124000,USD,124000,USA,100,USA,M
2023,SE,FT,Data Engineer,171250,USD,171250,USA,0,USA,M
2023,SE,FT,Data Engineer,113750,USD,113750,USA,0,USA,M
2023,SE,FT,Data Scientist,225000,USD,225000,USA,0,USA,M
2023,SE,FT,Data Scientist,175000,USD,175000,USA,0,USA,M
2023,SE,FT,Data Engineer,230000,USD,230000,USA,0,USA,M
2023,SE,FT,Data Engineer,124500,USD,124500,USA,0,USA,M
2023,SE,FT,Data Analyst,175000,USD,175000,USA,0,USA,M
2023,SE,FT,Data Analyst,148700,USD,148700,USA,0,USA,M
2023,SE,FT,Data Analyst,125600,USD,125600,USA,0,USA,M
2023,SE,FT,Research Scientist,200000,USD,200000,USA,0,USA,M
2023,SE,FT,Research Scientist,150000,USD,150000,USA,0,USA,M
2023,EN,FT,Research Engineer,160000,USD,160000,USA,0,USA,M
2023,EN,FT,Research Engineer,120000,USD,120000,USA,0,USA,M
2023,SE,FT,Data Analyst,185000,USD,185000,USA,100,USA,M
2023,SE,FT,Data Analyst,120250,USD,120250,USA,100,USA,M
2023,SE,FT,Data Scientist,183000,USD,183000,USA,100,USA,M
2023,SE,FT,Data Architect,170000,USD,170000,USA,100,USA,M
2023,SE,FT,Data Architect,125000,USD,125000,USA,100,USA,M
2023,SE,FT,Research Scientist,250000,USD,250000,USA,0,USA,M
2023,MI,FT,Machine Learning Engineer,135000,USD,135000,USA,50,USA,L
2023,SE,FT,AI Scientist,1500000,ILS,423834,ISR,0,ISR,L
2023,SE,FT,Machine Learning Engineer,216000,USD,216000,USA,100,USA,M
2023,SE,FT,Machine Learning Engineer,184000,USD,184000,USA,100,USA,M
2023,SE,FT,Data Engineer,180000,USD,180000,USA,100,USA,M
2023,SE,FT,Data Engineer,165000,USD,165000,USA,100,USA,M
2023,MI,FT,Data Engineer,143865,USD,143865,USA,0,USA,M
2023,MI,FT,Data Engineer,115092,USD,115092,USA,0,USA,M
2023,MI,FT,Machine Learning Engineer,130000,USD,130000,USA,0,USA,M
2023,MI,FT,Machine Learning Engineer,90000,USD,90000,USA,0,USA,M
2023,SE,FT,Data Scientist,173000,USD,173000,USA,100,USA,M
2023,SE,FT,Data Scientist,132000,USD,132000,USA,100,USA,M
2023,SE,FT,Data Analyst,208049,USD,208049,USA,0,USA,M
2023,SE,FT,Data Analyst,128500,USD,128500,USA,0,USA,M
2023,SE,FT,Data Engineer,167500,USD,167500,USA,0,USA,M
2023,SE,FT,Data Engineer,106500,USD,106500,USA,0,USA,M
2023,MI,FT,Data Engineer,149600,USD,149600,USA,0,USA,M
2023,MI,FT,Data Engineer,102000,USD,102000,USA,0,USA,M
2023,EX,FT,Data Scientist,100000,USD,100000,USA,0,USA,M
2023,SE,FT,Data Analyst,190000,USD,190000,USA,100,USA,M
2023,SE,FT,Data Analyst,95000,USD,95000,USA,100,USA,M
2023,SE,FT,Data Analyst,106800,USD,106800,USA,0,USA,M
2023,MI,FT,Data Scientist,90000,EUR,96578,IRL,0,IRL,M
2023,MI,FT,Data Scientist,75000,EUR,80481,IRL,0,IRL,M
2023,MI,FT,Data Analyst,128000,USD,128000,USA,0,USA,M
2023,MI,FT,Data Analyst,85000,USD,85000,USA,0,USA,M
2023,MI,FT,Data Engineer,151000,USD,151000,USA,0,USA,M
2023,MI,FT,Data Engineer,140000,USD,140000,USA,0,USA,M
2023,SE,FT,Machine Learning Scientist,220000,USD,220000,USA,0,USA,M
2023,SE,FT,Machine Learning Scientist,170000,USD,170000,USA,0,USA,M
2023,EN,FT,Autonomous Vehicle Technician,7000,USD,7000,GHA,0,GHA,S
2023,EN,FT,Applied Machine Learning Scientist,40000,EUR,42923,DEU,50,DEU,M
2023,SE,FT,Data Engineer,160000,USD,160000,CAN,100,CAN,M
2023,SE,FT,Data Engineer,145000,USD,145000,CAN,100,CAN,M
2023,MI,FT,Data Analyst,154000,USD,154000,USA,0,USA,M
2023,MI,FT,Data Analyst,143000,USD,143000,USA,0,USA,M
2023,MI,FT,Data Scientist,65000,GBP,78990,GBR,0,GBR,M
2023,MI,FT,Data Scientist,42000,GBP,51039,GBR,0,GBR,M
2023,EN,FT,Data Scientist,190000,USD,190000,USA,0,USA,M
2023,EN,FT,Data Scientist,120000,USD,120000,USA,0,USA,M
2023,MI,FT,Data Scientist,70000,GBP,85066,GBR,0,GBR,M
2023,MI,FT,Data Scientist,90000,GBP,109371,GBR,0,GBR,M
2023,MI,FT,Data Scientist,60000,GBP,72914,GBR,0,GBR,M
2023,SE,FT,Data Engineer,111000,USD,111000,USA,0,USA,M
2023,EX,FT,Data Engineer,265000,USD,265000,USA,0,USA,M
2023,EX,FT,Data Engineer,235000,USD,235000,USA,0,USA,M
2023,EN,FT,Data Scientist,112000,CHF,121093,CHE,50,CHE,L
2022,MI,FT,Data Scientist,70000,EUR,73546,DEU,100,DEU,M
2023,MI,FT,Data Engineer,75000,USD,75000,USA,100,USA,M
2023,MI,FT,Data Engineer,60400,USD,60400,USA,100,USA,M
2022,SE,FT,Lead Data Scientist,164000,EUR,172309,IRL,100,IRL,L
2023,MI,FT,Data Scientist,56000,EUR,60093,AUT,100,DEU,M
2023,MI,FT,Data Analyst,83500,USD,83500,USA,100,USA,M
2023,MI,FT,Data Analyst,52500,USD,52500,USA,100,USA,M
2023,SE,FT,Data Scientist,201036,USD,201036,USA,0,USA,M
2023,SE,FT,Data Scientist,134024,USD,134024,USA,0,USA,M
2023,SE,FT,Data Analyst,165000,USD,165000,USA,100,USA,M
2023,SE,FT,Data Analyst,140000,USD,140000,USA,100,USA,M
2023,EN,FT,Data Engineer,62000,USD,62000,USA,100,USA,M
2023,EN,FT,Data Engineer,58000,USD,58000,USA,100,USA,M
2023,SE,FT,Data Scientist,172000,USD,172000,USA,0,USA,M
2023,SE,FT,Data Scientist,115000,USD,115000,USA,0,USA,M
2023,EN,FT,Data Engineer,125000,USD,125000,USA,0,USA,M
2023,EN,FT,Data Engineer,90000,USD,90000,USA,0,USA,M
2023,SE,FT,Data Engineer,163800,USD,163800,USA,0,USA,M
2023,SE,FT,Data Engineer,126000,USD,126000,USA,0,USA,M
2023,MI,FT,Data Engineer,90000,USD,90000,USA,100,USA,M
2023,SE,FT,Data Engineer,139500,USD,139500,USA,0,USA,M
2023,SE,FT,Data Engineer,109400,USD,109400,USA,0,USA,M
2023,MI,FT,Data Engineer,145000,USD,145000,USA,0,USA,M
2023,MI,FT,Data Engineer,120000,USD,120000,USA,0,USA,M
2023,SE,FT,Data Engineer,205600,USD,205600,USA,0,USA,L
2023,SE,FT,Data Engineer,105700,USD,105700,USA,0,USA,L
2023,SE,FT,Data Scientist,239748,USD,239748,USA,0,USA,M
2023,SE,FT,Data Scientist,159832,USD,159832,USA,0,USA,M
2023,SE,FT,Data Scientist,186300,USD,186300,USA,100,USA,M
2023,SE,FT,Data Scientist,102500,USD,102500,USA,100,USA,M
2023,SE,FT,Data Scientist,126000,USD,126000,USA,0,USA,M
2023,SE,FT,Data Architect,149040,USD,149040,USA,100,USA,M
2023,SE,FT,Data Architect,113900,USD,113900,USA,100,USA,M
2023,SE,FT,Data Engineer,153600,USD,153600,USA,100,USA,M
2023,SE,FT,Data Engineer,106800,USD,106800,USA,100,USA,M
2023,SE,FT,Data Engineer,172600,USD,172600,USA,100,USA,M
2023,SE,FT,Data Engineer,107900,USD,107900,USA,100,USA,M
2023,SE,FT,Data Analyst,180180,USD,180180,USA,0,USA,M
2023,SE,FT,Data Analyst,106020,USD,106020,USA,0,USA,M
2023,SE,FT,Data Architect,376080,USD,376080,USA,100,USA,M
2023,SE,FT,Data Architect,213120,USD,213120,USA,100,USA,M
2023,SE,FT,Data Analyst,206500,USD,206500,USA,100,USA,M
2023,SE,FT,Data Analyst,121600,USD,121600,USA,100,USA,M
2023,SE,FT,Data Engineer,260000,USD,260000,USA,0,USA,M
2023,SE,FT,Data Engineer,225000,USD,225000,USA,0,USA,M
2023,EX,FT,Data Engineer,194500,USD,194500,USA,0,USA,M
2023,EX,FT,Data Engineer,115500,USD,115500,USA,0,USA,M
2023,SE,FT,Cloud Database Engineer,170000,USD,170000,USA,100,USA,L
2023,SE,FT,Applied Machine Learning Scientist,90000,USD,90000,USA,100,USA,L
2023,EN,FT,Data Analyst,95000,USD,95000,USA,100,USA,M
2023,EN,FT,Data Analyst,70000,USD,70000,USA,100,USA,M
2023,SE,FT,Data Engineer,275000,USD,275000,USA,0,USA,M
2023,SE,FT,Data Analyst,115934,USD,115934,USA,100,USA,M
2023,SE,FT,Data Analyst,81666,USD,81666,USA,100,USA,M
2023,SE,FT,Machine Learning Engineer,150000,USD,150000,USA,100,USA,M
2023,SE,FT,Machine Learning Engineer,120000,USD,120000,USA,100,USA,M
2023,SE,FT,Research Engineer,200000,USD,200000,USA,0,USA,M
2023,SE,FT,Research Engineer,175000,USD,175000,USA,0,USA,M
2023,MI,FT,Data Analyst,206000,USD,206000,USA,0,USA,M
2023,MI,FT,Data Analyst,130000,USD,130000,USA,0,USA,M
2023,SE,FT,Data Architect,138000,USD,138000,GBR,100,GBR,M
2023,SE,FT,Data Architect,92000,USD,92000,GBR,100,GBR,M
2023,SE,FT,Data Manager,65000,USD,65000,COL,0,COL,M
2023,SE,FT,Data Manager,48000,USD,48000,COL,0,COL,M
2023,SE,FT,Data Analyst,110000,USD,110000,USA,100,USA,M
2023,SE,FT,Analytics Engineer,130000,USD,130000,USA,0,USA,M
2023,SE,FT,Analytics Engineer,87000,USD,87000,USA,0,USA,M
2023,MI,FT,Data Analyst,160000,USD,160000,USA,0,USA,M
2023,MI,FT,Data Analyst,112000,USD,112000,USA,0,USA,M
2023,SE,FT,Data Science Manager,299500,USD,299500,USA,0,USA,M
2023,SE,FT,Data Science Manager,245100,USD,245100,USA,0,USA,M
2023,MI,FT,Data Scientist,145000,USD,145000,USA,0,USA,M
2023,MI,FT,Data Scientist,100000,USD,100000,USA,0,USA,M
2023,SE,FT,Data Engineer,147100,USD,147100,USA,0,USA,M
2023,EN,FT,Data Engineer,115100,USD,115100,USA,0,USA,M
2023,EN,FT,Data Engineer,73900,USD,73900,USA,0,USA,M
2023,SE,FT,Data Engineer,168400,USD,168400,USA,0,USA,M
2023,SE,FT,Data Engineer,105200,USD,105200,USA,0,USA,M
2023,MI,FT,Data Analyst,100000,USD,100000,USA,0,USA,M
2023,MI,FT,Data Engineer,70000,GBP,85066,GBR,100,GBR,M
2023,MI,FT,Data Engineer,47500,GBP,57723,GBR,100,GBR,M
2023,MI,FT,Data Engineer,95000,USD,95000,USA,0,USA,M
2023,MI,FT,Financial Data Analyst,130000,USD,130000,USA,100,USA,L
2023,SE,FT,Data Scientist,205000,USD,205000,USA,0,USA,M
2023,SE,FT,Research Scientist,141288,USD,141288,USA,0,USA,M
2023,SE,FT,Research Scientist,94192,USD,94192,USA,0,USA,M
2023,SE,FT,Data Infrastructure Engineer,184000,USD,184000,USA,100,USA,M
2023,SE,FT,Data Infrastructure Engineer,143000,USD,143000,USA,100,USA,M
2023,SE,FT,Data Analyst,55000,USD,55000,USA,0,USA,M
2023,SE,FT,Analytics Engineer,275300,USD,275300,USA,100,USA,M
2023,SE,FT,Analytics Engineer,183500,USD,183500,USA,100,USA,M
2023,MI,FT,Data Analyst,75000,USD,75000,USA,100,USA,M
2023,MI,FT,Data Analyst,65000,USD,65000,USA,100,USA,M
2023,MI,FT,ML Engineer,160000,USD,160000,USA,0,USA,M
2023,MI,FT,ML Engineer,147000,USD,147000,USA,0,USA,M
2023,MI,FT,Software Data Engineer,100000,SGD,75020,SGP,100,SGP,L
2023,MI,FT,Data Scientist,1400000,INR,17022,IND,100,IND,L
2023,EN,FT,AI Programmer,70000,USD,70000,IND,0,AUS,L
2023,EN,FT,AI Developer,80000,USD,80000,SWE,50,SWE,M
2023,MI,FT,Lead Data Analyst,1500000,INR,18238,IND,50,IND,L
2023,MI,FT,Machine Learning Engineer,150000,USD,150000,USA,0,USA,M
2023,EX,FT,Data Engineer,210914,USD,210914,USA,100,USA,M
2023,EX,FT,Data Engineer,116704,USD,116704,USA,100,USA,M
2023,EN,FT,Research Scientist,150000,USD,150000,USA,0,USA,M
2023,EN,FT,Research Scientist,100000,USD,100000,USA,0,USA,M
2023,EN,FT,Data Analyst,60000,USD,60000,USA,100,USA,M
2023,MI,FT,Analytics Engineer,185700,USD,185700,USA,0,USA,M
2023,MI,FT,Analytics Engineer,165000,USD,165000,USA,0,USA,M
2023,SE,FT,Data Analyst,169000,USD,169000,USA,0,USA,M
2023,SE,FT,Data Analyst,110600,USD,110600,USA,0,USA,M
2023,SE,FT,Data Operations Engineer,193000,USD,193000,USA,100,USA,M
2023,SE,FT,Data Operations Engineer,136850,USD,136850,USA,100,USA,M
2023,SE,FT,Machine Learning Engineer,139500,USD,139500,USA,0,USA,M
2023,SE,FT,Machine Learning Engineer,109400,USD,109400,USA,0,USA,M
2023,SE,FT,Data Engineer,276000,USD,276000,USA,100,USA,M
2023,SE,FT,Data Engineer,178500,USD,178500,USA,100,USA,M
2023,MI,FT,Data Scientist,55000,EUR,59020,ESP,0,ESP,M
2023,MI,FT,Data Scientist,45000,EUR,48289,ESP,0,ESP,M
2023,MI,FT,Data Engineer,70000,EUR,75116,SVN,100,SVN,M
2023,MI,FT,Data Engineer,45000,EUR,48289,SVN,100,SVN,M
2023,SE,FT,Machine Learning Engineer,161000,GBP,195652,GBR,0,GBR,M
2023,SE,FT,Machine Learning Engineer,83300,GBP,101228,GBR,0,GBR,M
2023,SE,FT,Data Engineer,112700,GBP,136956,GBR,0,GBR,M
2023,SE,FT,Data Engineer,83300,GBP,101228,GBR,0,GBR,M
2022,SE,FT,BI Developer,130000,USD,130000,USA,100,USA,L
2021,MI,FT,Data Science Lead,150000,USD,150000,USA,100,USA,M
2023,SE,FT,ML Engineer,260000,USD,260000,CAN,100,CAN,M
2023,SE,FT,ML Engineer,110000,USD,110000,CAN,100,CAN,M
2023,SE,FT,Analytics Engineer,170000,USD,170000,USA,100,USA,M
2023,SE,FT,Analytics Engineer,130000,USD,130000,USA,100,USA,M
2023,SE,FT,Machine Learning Engineer,163800,USD,163800,USA,0,USA,M
2023,SE,FT,Machine Learning Engineer,126000,USD,126000,USA,0,USA,M
2023,MI,FT,Data Scientist,128750,USD,128750,USA,0,USA,M
2023,MI,FT,Data Scientist,106250,USD,106250,USA,0,USA,M
2023,EX,FT,Data Engineer,167500,USD,167500,USA,0,USA,M
2023,EX,FT,Data Engineer,106500,USD,106500,USA,0,USA,M
2023,SE,FT,Data Architect,188500,USD,188500,USA,100,USA,M
2023,SE,FT,Data Architect,117000,USD,117000,USA,100,USA,M
2023,SE,FT,Data Analyst,250000,USD,250000,USA,100,USA,M
2023,SE,FT,Data Analyst,138000,USD,138000,USA,100,USA,M
2023,MI,FT,Data Analyst,130000,USD,130000,CAN,100,CAN,M
2023,MI,FT,Data Analyst,100000,USD,100000,CAN,100,CAN,M
2023,SE,FT,Deep Learning Researcher,115000,EUR,123405,DEU,0,DEU,L
2023,SE,FT,BI Analyst,160000,USD,160000,USA,0,USA,M
2023,SE,FT,BI Analyst,135000,USD,135000,USA,0,USA,M
2023,MI,FT,Data Science Manager,104500,USD,104500,USA,0,USA,M
2023,MI,FT,Data Science Manager,70000,USD,70000,USA,0,USA,M
2023,MI,FT,Data Science Consultant,90000,USD,90000,USA,0,USA,M
2023,MI,FT,Data Science Consultant,70000,USD,70000,USA,0,USA,M
2023,MI,FT,Research Scientist,185000,USD,185000,USA,100,USA,M
2023,MI,FT,Research Scientist,125000,USD,125000,USA,100,USA,M
2023,SE,FT,Data Analyst,127000,USD,127000,USA,100,USA,M
2023,SE,FT,Data Analyst,94000,USD,94000,USA,100,USA,M
2023,SE,FT,Data Scientist,210550,USD,210550,USA,0,USA,M
2023,SE,FT,Data Scientist,153300,USD,153300,USA,0,USA,M
2023,MI,FT,Data Scientist,200000,USD,200000,USA,100,USA,M
2023,MI,FT,Data Scientist,150000,USD,150000,USA,100,USA,M
2023,SE,FT,Data Analyst,161500,USD,161500,USA,100,USA,M
2023,SE,FT,Data Analyst,119500,USD,119500,USA,100,USA,M
2023,SE,FT,Data Scientist,148750,USD,148750,USA,0,USA,M
2023,SE,FT,Data Analytics Specialist,105000,USD,105000,USA,0,USA,M
2023,SE,FT,Data Analytics Specialist,85000,USD,85000,USA,0,USA,M
2023,SE,FT,Research Scientist,215000,USD,215000,USA,0,USA,M
2023,SE,FT,Research Scientist,146300,USD,146300,USA,0,USA,M
2023,EN,FT,AI Developer,200000,EUR,214618,DEU,100,DEU,L
2023,MI,FT,Data Engineer,72000,USD,72000,MEX,100,MEX,M
2023,MI,FT,Data Engineer,60000,USD,60000,MEX,100,MEX,M
2023,SE,FT,Machine Learning Engineer,153400,USD,153400,USA,0,USA,M
2023,SE,FT,Machine Learning Engineer,122700,USD,122700,USA,0,USA,M
2023,MI,FT,Data Engineer,260000,USD,260000,USA,0,USA,M
2023,MI,FT,Data Engineer,175000,USD,175000,USA,0,USA,M
2023,SE,FT,Data Scientist,123900,USD,123900,USA,100,USA,M
2023,MI,FT,Research Scientist,340000,USD,340000,USA,100,USA,M
2023,MI,FT,Research Scientist,150000,USD,150000,USA,100,USA,M
2023,MI,FT,Data Engineer,250000,USD,250000,USA,0,USA,M
2023,MI,FT,Data Scientist,60000,EUR,64385,FRA,50,FRA,M
2023,SE,FT,Data Analyst,185900,USD,185900,USA,0,USA,M
2023,SE,FT,Data Analyst,121700,USD,121700,USA,0,USA,M
2023,SE,FL,Software Data Engineer,50000,USD,50000,NGA,50,AUS,M
2023,EN,FT,Data Analyst,100000,USD,100000,UZB,100,USA,L
2023,EX,FT,Data Engineer,310000,USD,310000,USA,100,USA,M
2023,EX,FT,Data Engineer,239000,USD,239000,USA,100,USA,M
2023,SE,FT,Data Analyst,125000,USD,125000,USA,0,USA,M
2023,SE,FT,Data Analyst,110000,USD,110000,USA,0,USA,M
2023,EN,FT,Data Analyst,150000,USD,150000,USA,0,USA,M
2023,EN,FT,Data Analyst,100000,USD,100000,USA,0,USA,M
2023,SE,FT,Data Scientist,149076,USD,149076,USA,0,USA,M
2023,SE,FT,Data Scientist,82365,USD,82365,USA,0,USA,M
2023,MI,FT,Data Analyst,80000,GBP,97218,GBR,0,GBR,M
2023,MI,FT,Data Analyst,40000,GBP,48609,GBR,0,GBR,M
2023,SE,FT,Data Analyst,95000,USD,95000,USA,0,USA,M
2023,SE,FT,Data Analyst,85500,USD,85500,USA,0,USA,M
2023,MI,FT,Data Scientist,97750,USD,97750,USA,100,USA,M
2023,SE,FT,Data Scientist,201000,USD,201000,USA,0,USA,M
2023,SE,FT,Data Scientist,122000,USD,122000,USA,0,USA,M
2023,MI,FT,Data Scientist,116990,USD,116990,USA,100,USA,M
2023,MI,FT,Data Scientist,82920,USD,82920,USA,100,USA,M
2023,MI,FT,Machine Learning Scientist,200000,USD,200000,USA,0,USA,S
2023,MI,FT,Machine Learning Scientist,125000,USD,125000,USA,0,USA,S
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,USA,0,USA,M
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,USA,0,USA,M
2023,SE,FT,Data Manager,155000,USD,155000,USA,0,USA,M
2023,SE,FT,Data Manager,140000,USD,140000,USA,0,USA,M
2023,MI,FT,Machine Learning Infrastructure Engineer,205920,USD,205920,USA,0,USA,M
2023,MI,FT,Machine Learning Infrastructure Engineer,171600,USD,171600,USA,0,USA,M
2023,SE,FT,Data Engineer,121500,USD,121500,USA,100,USA,M
2023,SE,FT,Data Engineer,78000,USD,78000,USA,100,USA,M
2023,MI,FT,Data Engineer,154000,USD,154000,USA,0,USA,M
2023,MI,FT,Data Engineer,116000,USD,116000,USA,0,USA,M
2023,SE,FT,Data Scientist,136000,USD,136000,USA,0,USA,M
2023,MI,FT,Data Analyst,65000,GBP,78990,GBR,100,GBR,M
2023,MI,FT,Data Analyst,36050,GBP,43809,GBR,100,GBR,M
2023,SE,FT,Data Analyst,180000,USD,180000,USA,0,USA,M
2023,SE,FT,Data Engineer,170000,USD,170000,USA,0,USA,M
2023,SE,FT,Data Engineer,154000,USD,154000,USA,0,USA,M
2023,SE,FT,Data Engineer,116000,USD,116000,USA,0,USA,M
2023,MI,FT,Data Engineer,200000,USD,200000,USA,0,USA,M
2023,SE,FT,Data Scientist,160000,USD,160000,USA,100,USA,M
2023,MI,FT,Data Engineer,105000,GBP,127599,GBR,0,GBR,M
2023,MI,FT,Data Engineer,85000,GBP,103294,GBR,0,GBR,M
2023,SE,FT,Data Engineer,153600,USD,153600,USA,0,USA,M
2023,SE,FT,Data Engineer,106800,USD,106800,USA,0,USA,M
2023,SE,FT,Data Scientist,156400,USD,156400,USA,0,USA,M
2023,SE,FT,Analytics Engineer,150000,USD,150000,USA,0,USA,M
2023,SE,FT,Analytics Engineer,120000,USD,120000,USA,0,USA,M
2023,SE,FT,Data Analyst,145000,USD,145000,USA,100,USA,M
2023,SE,FT,Data Scientist,260000,USD,260000,USA,0,USA,M
2023,EN,FT,Data Analyst,30000,USD,30000,IND,50,IND,M
2023,MI,FT,Research Scientist,185000,USD,185000,USA,0,USA,M
2023,MI,FT,Research Scientist,125000,USD,125000,USA,0,USA,M
2022,EN,PT,Data Analyst,34320,USD,34320,USA,100,USA,S
2022,MI,FT,Business Data Analyst,48000,BRL,9289,BRA,100,BRA,M
2023,SE,FT,Head of Data,70000,EUR,75116,PRT,100,PRT,L
2022,EX,FT,Data Science Manager,106000,USD,106000,UZB,0,RUS,L
2023,SE,FT,Data Analyst,175000,USD,175000,USA,100,USA,M
2023,SE,FT,Data Analyst,122000,USD,122000,USA,100,USA,M
2023,SE,FT,Data Analyst,93800,USD,93800,USA,100,USA,M
2023,SE,FT,Data Science Manager,150000,USD,150000,MEX,100,MEX,M
2023,SE,FT,Data Science Manager,90000,USD,90000,MEX,100,MEX,M
2023,EN,FT,Computer Vision Engineer,220000,USD,220000,USA,0,USA,M
2023,SE,FT,BI Data Analyst,67000,EUR,71897,DEU,100,DEU,M
2023,EN,FT,AI Developer,60000,EUR,64385,DEU,0,DEU,M
2023,SE,FT,Data Analyst,1300000,INR,15806,IND,100,IND,S
2023,MI,FT,Machine Learning Engineer,200000,USD,200000,USA,0,USA,M
2023,MI,FT,Machine Learning Engineer,175000,USD,175000,USA,0,USA,M
2023,MI,FT,Data Scientist,40000,USD,40000,FRA,50,FRA,L
2023,SE,FT,Data Science Consultant,1000000,THB,29453,THA,50,THA,M
2023,SE,FT,Data Scientist,136000,USD,136000,USA,100,USA,M
2023,SE,FT,Data Scientist,104000,USD,104000,USA,100,USA,M
2023,SE,FT,Data Analyst,152380,USD,152380,USA,0,USA,M
2023,SE,FT,Data Analyst,121904,USD,121904,USA,0,USA,M
2023,SE,FT,Data Architect,168400,USD,168400,USA,0,USA,M
2023,SE,FT,Data Architect,105200,USD,105200,USA,0,USA,M
2023,SE,FT,Machine Learning Engineer,128280,USD,128280,USA,0,USA,M
2023,SE,FT,Machine Learning Engineer,106900,USD,106900,USA,0,USA,M
2022,SE,FT,Lead Data Scientist,192000,USD,192000,USA,100,USA,L
2023,MI,FT,Data Engineer,100000,USD,100000,USA,0,USA,M
2023,SE,FT,Research Engineer,100000,EUR,107309,DEU,100,DEU,S
2023,SE,FT,Research Engineer,80000,EUR,85847,DEU,100,DEU,S
2023,SE,FT,Machine Learning Engineer,275000,USD,275000,DEU,0,DEU,M
2023,SE,FT,Machine Learning Engineer,174000,USD,174000,DEU,0,DEU,M
2023,SE,FT,Data Analyst,170500,USD,170500,USA,100,USA,M
2023,SE,FT,Data Analyst,85000,USD,85000,USA,100,USA,M
2023,SE,FT,Data Manager,60027,GBP,72946,GBR,0,GBR,M
2023,SE,FT,Data Manager,44737,GBP,54365,GBR,0,GBR,M
2023,EX,FT,Head of Data Science,131899,GBP,160288,GBR,0,GBR,M
2023,EX,FT,Head of Data Science,104891,GBP,127467,GBR,0,GBR,M
2023,SE,FT,Data Engineer,80000,USD,80000,USA,0,USA,M
2023,SE,FT,Data Engineer,65000,USD,65000,USA,0,USA,M
2023,SE,FT,Data Engineer,124740,USD,124740,USA,0,USA,M
2023,SE,FT,Data Engineer,65488,USD,65488,USA,0,USA,M
2023,SE,FT,Data Quality Analyst,72200,USD,72200,USA,0,USA,M
2023,SE,FT,Data Quality Analyst,64980,USD,64980,USA,0,USA,M
2023,SE,FT,Data Analyst,179975,USD,179975,USA,100,USA,M
2023,SE,FT,Data Analyst,86466,USD,86466,USA,100,USA,M
2023,SE,FT,Data Engineer,90000,USD,90000,USA,0,USA,M
2023,MI,FT,Insight Analyst,42000,GBP,51039,GBR,0,GBR,M
2023,MI,FT,Insight Analyst,35000,GBP,42533,GBR,0,GBR,M
2023,SE,FT,Data Science Manager,175000,USD,175000,USA,0,USA,M
2023,SE,FT,Data Science Manager,120000,USD,120000,USA,0,USA,M
2023,SE,FT,Data Analyst,230000,USD,230000,USA,0,USA,M
2023,SE,FT,Data Manager,120000,USD,120000,USA,0,USA,M
2023,SE,FT,Machine Learning Infrastructure Engineer,205920,USD,205920,USA,0,USA,M
2023,SE,FT,Machine Learning Infrastructure Engineer,171600,USD,171600,USA,0,USA,M
2023,SE,FT,Data Engineer,265000,USD,265000,USA,0,USA,M
2023,MI,FT,Applied Machine Learning Engineer,130000,USD,130000,USA,0,USA,M
2022,EN,FT,Data Scientist,168000,USD,168000,USA,100,USA,M
2023,MI,FT,AI Scientist,36000,EUR,38631,ESP,50,ESP,L
2023,SE,FT,Data Engineer,167580,USD,167580,USA,0,USA,M
2023,SE,FT,Data Engineer,87980,USD,87980,USA,0,USA,M
2023,SE,FT,Data Engineer,202000,USD,202000,USA,100,USA,M
2023,SE,FT,Data Engineer,135000,USD,135000,USA,100,USA,M
2023,SE,FT,Data Engineer,104000,USD,104000,USA,100,USA,M
2023,SE,FT,Data Engineer,65000,USD,65000,USA,100,USA,M
2023,SE,FT,Research Engineer,230000,USD,230000,USA,0,USA,M
2023,SE,FT,Research Engineer,148000,USD,148000,USA,0,USA,M
